object_id,Z,SpecType_Code,target
ylf_gwador_eilian,1.436,0,0
ylf_suil_eirien,0.2745,0,0
yll_tamin_fern,1.337,0,0
Druadan_galadhrim_narthan,0.3089,7,0
Ithil_uan_hub,0.5287,0,0
Mithrim_lam_anann,0.09419,3,0
Rochirrim_gwael_muinthel,0.6462,0,0
achad_gwaloth_pilin,0.3973,7,0
achas_grond_pilin,0.7181,0,0
achas_saer_hand,0.4134,15,1
adab_magol_cyron,0.3819,7,0
adar_ang_eredh,1.312,0,0
aderthad_cirdan_Eluwaith,0.2161,7,0
aerlinn_aduial_aear,0.4359,0,0
aerlinn_gwarth_thor,0.3614,7,0
aeruil_rust_harad,0.3618,7,0
aes_eglan_glae,0.3017,0,0
agarwaen_Elrim_muinthel,1.03,0,0
agarwaen_cund_rhosc,0.7397,6,0
agarwaen_meldir_forodrim,0.1294,0,0
aglareb_gwarth_gli,0.2595,7,0
aglareb_uan_midh,0.2193,7,0
ah_eredh_annon,0.2847,7,0
ah_ryn_gellui,0.8428,0,0
ai_cirdan_uir,0.345,7,0
alae_lost_hu,0.7361,6,0
amath_cabor_minas,0.6097,0,0
angos_annon_aegas,0.9773,0,0
angos_hadhod_haudh,0.5615,7,0
angos_hast_hud,0.3967,0,0
araf_cabed_raef,0.4109,0,0
aras_gilgalad_tann,0.9347,0,0
bellas_tachol_hand,0.8807,0,0
bronwe_gath_tavor,0.7058,6,0
bronwe_manadh_firiel,1.036,0,0
cabor_duin_magor,0.3805,7,0
cabor_saelor_law,0.08709,3,0
callon_agar_gwilwileth,0.643,0,0
caras_amlug_neledh,0.2856,7,0
celair_daen_saew,0.2463,7,0
celair_salab_iar,0.3279,7,0
celeb_adar_aras,0.1258,0,0
celeb_heleg_archam,0.3729,7,0
celon_ist_agor,1.604,0,0
certh_galas_aphadrim,0.2612,0,0
cirdan_aerlinn_Eru,1.079,0,0
cirdan_tang_nidh,1.108,0,0
cirion_gond_amon,0.8378,0,0
cyron_mithril_barad,1.039,0,0
dagnir_achad_lebed,0.712,0,0
dirnaith_mithren_aeglir,0.2517,7,0
echad_alph_lagor,1.076,0,0
edlothiad_melethril_braig,0.5199,0,0
emel_galad_magor,1.116,0,0
ennorath_curunir_eryn,0.3736,7,0
eredh_saig_dunedhel,0.2519,7,0
eryn_archam_fern,0.5633,7,0
fae_lagor_gond,0.7314,0,0
fae_malad_gwend,1.831,0,0
fang_lain_acharn,2.991,0,0
fern_certh_pennas,0.3821,7,0
fuin_ang_panas,0.8631,0,0
fuin_sogannen_alagos,0.4084,7,0
gador_maethor_iphant,0.8583,0,0
galadh_mirdan_cuil,0.4651,7,0
galas_pent_haudh,0.4468,0,0
galenas_ablad_bregedur,0.2898,0,0
galvorn_ogol_aras,1.13,0,0
gas_Eru_hud,0.2007,7,0
gil_neledh_ris,0.4185,0,0
glamor_minuial_adel,0.2967,7,0
glaur_daen_magor,1.798,0,0
glaur_raug_rom,2.027,0,0
gli_naer_bronwe,0.3543,7,0
gli_nothrim_limlug,0.5131,7,0
gobennas_minai_haust,0.4945,0,0
gwador_saew_aphadrim,1.023,0,0
gwaun_loss_heleg,0.6895,0,0
gwend_aranarth_soga,0.4231,0,0
gwend_dunedhel_daen,0.414,0,0
gwend_fuin_ris,0.2415,7,0
haeron_vin_amarth,0.401,7,0
hal_andrann_perian,1.304,0,0
hal_galvorn_loss,0.3772,7,0
heleg_amon_lebenedh,0.295,7,0
helegnen_iaun_hu,0.4413,7,0
hervess_uir_eryn,0.936,0,0
hu_amon_certh,0.3638,7,0
hu_toll_aduial,1.592,0,0
hul_faen_min,0.7825,0,0
hun_maen_hervess,0.4115,15,1
hwiniol_randir_nell,0.4861,15,1
idhren_mund_haradrim,0.09752,3,0
imrath_galas_alph,1.903,0,0
in_pendrath_glass,0.4109,0,0
ingem_rach_parf,0.2407,7,0
iphant_forodrim_Mirion,0.8181,0,0
iphant_harad_gas,0.3797,7,0
ira_gwaun_imrad,0.2492,7,0
ira_rochir_fae,0.4036,7,0
ithildin_salph_panas,0.8035,0,0
lain_aranarth_rochir,0.4711,7,0
lalaith_naer_rochir,0.5107,7,0
lavan_ris_uanui,0.3738,7,0
law_heledh_sammar,1.757,0,0
lebed_thurin_rodwen,0.1302,0,0
lhug_adar_cabed,1.129,0,0
lhug_aes_andrann,0.3297,7,0
limlug_nestad_imrath,0.2745,7,0
luith_min_imrad,0.8724,0,0
maen_gaur_faradrim,0.7506,0,0
maethor_tann_daen,0.5107,15,1
magol_lend_nidh,0.2658,7,0
manadh_erchion_Dornhoth,1.933,0,0
meldir_hwiniol_callon,0.4804,7,0
menel_gorn_gwador,0.7995,0,0
menel_rochir_bregedur,0.6151,0,0
meril_lin_hand,0.402,7,0
merilin_balrog_lossen,0.3634,7,0
merilin_haeron_lain,1.285,0,0
min_corf_per,0.4532,7,0
min_glass_Elrim,0.3964,0,0
minai_meldir_tinnu,0.4909,7,0
minas_lebed_midh,0.387,7,0
mindon_lebdas_Rochirrim,0.9918,0,0
mithril_dannas_yll,0.2335,7,0
muinthel_fast_yll,1.14,0,0
mund_Tawarwaith_firion,0.397,0,0
myril_glass_corch,1.204,0,0
naer_onodrim_yll,0.9734,0,0
narthan_bregedur_honeg,0.5903,0,0
navaer_ithron_gil,0.6403,0,0
nestad_laug_ennorath,0.3972,0,0
ninglor_thurin_Rochirrim,0.2494,7,0
nur_Eru_haradrim,0.2832,7,0
ogol_glamog_Gwathuirim,2.966,0,0
onodrim_cuin_ogol,0.4599,0,0
panas_aith_harad,0.7987,0,0
parf_malad_melethron,0.6723,0,0
pendrath_alph_luin,0.4777,15,1
pennas_lunt_tinnu,0.4195,15,1
pennas_rhun_gador,1.892,0,0
pent_aduial_salph,1.072,0,0
perian_hador_heron,0.335,7,0
pethron_fervain_gaur,0.4009,7,0
raegdan_adel_bragol,2.523,0,0
randir_laer_tathar,0.4987,0,0
raug_riel_lain,0.2528,7,0
rhach_acharn_ai,0.4044,7,0
rochir_glamog_edlothiad,0.4108,7,0
rochir_iar_Elrim,0.325,7,0
rochir_lebdas_panas,0.8474,0,0
rochir_rhovan_hun,0.279,7,0
rochir_yll_ingem,0.4912,0,0
rom_talraph_dirnaith,0.3729,7,0
rovalug_certh_andrann,0.4777,0,0
rudh_aegas_dirnaith,0.7521,0,0
saer_baug_faradrim,0.3984,0,0
salph_firion_harad,0.8967,0,0
sirion_muil_dirnaith,0.3539,7,0
soga_amon_gwael,1.318,0,0
soga_fervain_thul,0.2451,7,0
tamin_drego_mil,0.7052,0,0
tang_lalaith_laer,1.063,0,0
tavor_aegas_aranarth,0.4027,7,0
toll_gorn_lagor,0.4292,7,0
ungol_glamog_bain,0.9563,0,0
yll_Mirion_hud,0.3734,7,0
Dornhoth_anwar_melethron,1.198,0,0
Dornhoth_drafn_celon,0.2748,7,0
Eluwaith_rom_andrann,0.3687,0,0
Ennor_aduial_thavron,0.4024,7,0
Gwathuirim_rochir_drafn,0.1807,12,0
Ithil_eglan_melethril,0.2847,7,0
Mithrim_alae_cund,0.596,15,1
Rochirrim_araf_nim,0.5553,0,0
Tawarwaith_melethril_drego,0.8836,0,0
Tawarwaith_puig_morn,0.2539,7,0
acharn_magol_nadhras,0.08048,3,0
achas_hal_nana,0.934,0,0
adel_nimp_toll,0.2222,7,0
aduial_malad_gorn,0.2911,7,0
aear_aiglos_nadhras,1.287,0,0
aear_glamog_rodwen,0.5741,0,0
aerlinn_ylf_lagor,1.246,0,0
ah_gwaun_acharn,0.7954,0,0
ai_ylf_tamin,0.06157,5,0
aiglos_inias_tachol,0.4885,0,0
aiglos_per_cenedril,0.2689,7,0
aith_annon_fast,0.1947,3,0
alae_lathron_aran,1.324,0,0
alph_hud_Eru,0.2898,7,0
amarth_riel_tinnu,1.076,0,0
amloth_aith_inias,0.0772,3,0
andrann_Gonhir_cuil,0.6904,0,0
andrann_hun_cirdan,0.2637,0,0
angos_maecheneb_heleg,1.293,0,0
aphadrim_harad_aiglos,1.236,0,0
aran_saew_rodwen,1.925,15,1
bregedur_rom_rochben,0.2135,15,1
cabed_hub_merilin,0.1512,3,0
cair_gwael_lorn,0.9614,0,0
callon_alph_nagol,1.086,0,0
cirion_myril_toll,1.264,0,0
cirion_randir_mil,0.8354,0,0
cugu_rach_fast,0.5789,7,0
cuil_gul_dunadan,0.2312,3,0
cuin_aear_nestad,0.2579,7,0
cyron_fern_tamin,0.6068,0,0
cyron_lalaith_fern,1.475,0,0
drafn_grond_nothrim,0.2514,7,0
draug_aerlinn_gwend,0.1663,3,0
draug_rhun_uir,1.317,0,0
drego_Gonhir_gwaloth,0.516,0,0
drego_rhosc_ithildin,1.27,0,0
dunedhel_raug_adel,0.112,3,0
edlothiad_sammar_ist,0.5609,7,0
eglan_raug_salph,0.261,7,0
elu_talraph_amon,0.3065,7,0
ennorath_calad_minas,1.237,0,0
fae_forodrim_luin,1.59,0,0
fang_nothrim_heledir,0.502,0,0
fast_graw_rusc,0.5868,0,0
firiel_eirien_heledh,0.1394,0,0
firion_heron_rusc,0.1437,0,0
forodrim_lossen_lasguil,0.2354,0,0
forodrim_lost_riel,0.1795,3,0
galad_gwarth_ulug,0.8054,0,0
galvorn_firion_imloth,0.4585,7,0
gil_lebed_gli,1.326,0,0
gil_lembas_thor,0.6125,0,0
glamor_idhren_lasguil,0.4625,7,0
glaur_gaurwaith_nur,0.4854,0,0
gli_haust_lhug,1.196,0,0
gondrath_luithien_cugu,1.766,15,1
graw_bronwe_uan,0.3443,0,0
graw_romru_navaer,0.3746,0,0
grond_aran_melethril,0.7466,0,0
gwador_Sindarin_faun,0.8465,0,0
gwael_Mirion_hend,0.5074,0,0
gwaloth_luith_parf,0.1979,3,0
gwarth_heleg_thul,0.2404,7,0
gwaun_ungol_dunedhel,0.5646,0,0
hador_soga_ah,0.1543,3,0
heledir_bregedur_law,0.4447,7,0
heleg_raegdan_dagnir,0.06615,5,0
helegnen_glamog_myril,1.158,0,0
heron_soga_cabed,0.2161,7,0
hu_lembas_corch,0.9282,0,0
hud_dannas_cuin,0.2397,0,0
hul_dagnir_ablad,0.141,0,0
hul_rochben_lembas,0.7636,0,0
hul_uanui_thamas,0.115,3,0
hun_aegas_tinnu,1.053,0,0
imlad_raug_gond,0.8586,0,0
imloth_hadhod_adan,0.2818,7,0
imloth_ithildin_aith,0.664,0,0
imrad_thamas_hervess,0.5785,0,0
ist_sador_bregedur,1.152,0,0
ithron_tirith_menel,0.215,0,0
lagor_aduial_Dornhoth,0.702,0,0
lain_faradrim_inias,0.1168,3,0
law_ablad_adab,0.5533,0,0
lebdas_gwend_firiel,0.2775,7,0
lebdas_saig_rach,0.7111,0,0
lebenedh_Eru_lost,0.4506,0,0
lend_dirnaith_ryn,0.4378,7,0
lin_cyron_amloth,0.2374,0,0
lobor_gond_lossen,0.5259,0,0
lost_malad_ist,0.2931,7,0
luith_echad_gil,1.113,0,0
lunt_aear_iaun,0.2234,7,0
maecheneb_rhach_morn,0.3509,7,0
magor_amdir_glass,1.135,0,0
malad_cabor_Sindarin,0.558,15,1
menel_uanui_cae,1.387,0,0
midh_raef_haust,1.03,0,0
minai_callon_rusc,0.8644,0,0
mir_aglareb_Eluwaith,1.951,15,1
mithril_aderthad_gilgalad,0.6861,0,0
mithril_dam_agarwaen,0.5271,6,0
morgul_fae_glass,1.279,0,0
muil_baug_Dornhoth,0.3106,7,0
mund_grond_amarth,0.3022,7,0
naer_emel_nidh,1.238,0,0
nagol_paich_Eluwaith,0.9212,0,0
narthan_lacha_iaun,0.8868,0,0
nell_tinuviel_adel,0.2177,15,1
nidh_lembas_imloth,1.029,0,0
nimbrethil_annon_raug,1.305,0,0
nothrim_forodrim_raef,0.2286,7,0
onodrim_archam_thor,0.273,7,0
panas_midh_cuin,0.06128,5,0
pendrath_Rochirrim_perian,0.5663,0,0
pendrath_calad_magol,0.8872,2,0
pendrath_gond_faen,0.2483,7,0
pennas_haeron_gwael,0.2131,7,0
puig_mereth_badhor,0.2476,0,0
riel_helegnen_achad,0.5059,0,0
ris_tobas_parf,0.664,0,0
rist_galas_angos,0.9933,0,0
rodwen_randir_aerlinn,0.3751,7,0
saig_ang_edlothiad,0.3097,7,0
saig_lam_callon,0.5179,0,0
salab_pess_galvorn,0.2237,7,0
salph_fern_tamin,1.271,0,0
sirion_nim_rom,0.589,6,0
sogannen_rhun_lavan,0.2639,7,0
talraph_Ithil_caras,0.2604,7,0
tang_hu_soga,0.1873,12,0
tang_uanui_malad,0.1918,3,0
tann_braig_melethron,0.3603,0,0
tathar_tinnu_eryn,0.4502,7,0
tegilbor_Mithrim_myril,1.708,0,0
thangail_galadh_rodwen,0.215,15,1
thavron_rodwen_melethril,0.5497,0,0
thul_ungol_glamog,0.8448,0,0
tinuviel_min_riel,0.5709,6,0
tirith_aes_uir,0.08426,3,0
toll_saew_mil,0.4047,7,0
uanui_mindon_per,0.6839,0,0
ungol_iar_law,1.121,0,0
ylf_meldir_amloth,0.5353,15,1
Dornhoth_archam_grond,0.226,0,0
Dornhoth_pennas_emel,0.2163,0,0
Druadan_tavor_fae,1.874,0,0
Ennor_Tawarwaith_paich,0.3948,7,0
Ithil_fuin_salph,0.307,0,0
Mirion_gwathui_thor,0.4528,0,0
Tawarwaith_raegdan_nost,1.831,0,0
ablad_puig_manadh,0.3666,7,0
achad_corch_nothrim,0.2109,7,0
adab_rochben_lathron,0.7902,0,0
adar_glass_cenedril,0.5959,6,0
adar_lam_rist,0.4462,7,0
agar_Tawarwaith_Sindarin,1.277,0,0
aglareb_angos_sador,0.358,7,0
agor_aes_laes,0.4893,0,0
ah_imrad_ai,0.3052,7,0
ah_ungol_nath,1.821,0,0
ai_limlug_ninglor,0.9295,0,0
aiglos_aeglir_ryn,0.3719,7,0
aith_certh_midh,1.139,0,0
alagos_nadhras_iar,0.2176,7,0
amath_haust_eilian,0.3505,0,0
amloth_uruk_cuin,0.4911,0,0
anann_per_pess,0.2841,7,0
angos_achad_hu,0.219,6,0
ank_sammar_rudh,1.185,0,0
annon_bragol_heledir,0.9397,0,0
aran_hand_in,0.2208,0,0
aras_riel_heleg,0.8573,0,0
badhor_Sindarin_laer,1.883,0,0
baneth_thurin_meldir,0.6071,15,1
barad_cirion_haust,0.3337,7,0
cae_gador_gli,0.4939,8,0
calad_aranarth_pent,0.4027,7,0
callon_cuil_Druadan,0.09532,3,0
caras_aduial_laes,0.4324,7,0
celeb_tegilbor_min,0.9064,0,0
cirdan_glamog_glae,0.3541,7,0
corf_law_lang,0.2542,7,0
cuil_cae_dunedhel,1.089,0,0
edlothiad_eglan_lang,0.4248,0,0
eglan_lebdas_haradrim,0.4203,7,0
ennorath_lalaith_bragol,0.4158,7,0
espalass_fuin_mereth,1.249,0,0
faen_andrann_certh,0.2995,7,0
faradrim_rust_vin,0.3234,7,0
faun_dunedhel_puig,0.3307,7,0
faun_gellui_saelor,1.711,0,0
fervain_badhor_neledh,0.9936,0,0
firiel_corf_annon,0.179,3,0
firion_loss_romru,1.466,0,0
galad_morn_rhovan,0.3236,7,0
galad_sammar_amloth,0.5081,7,0
galadh_gaw_imloth,0.3939,0,0
galadh_gorn_rusc,1.032,0,0
galvorn_uanui_merilin,0.4466,7,0
gas_grond_manadh,0.2866,7,0
gath_eglan_baneth,0.8277,0,0
gath_talraph_iaun,0.6399,15,1
gaw_aphadrim_melethron,0.5349,7,0
gellui_aes_nur,0.3121,0,0
glandagol_Sindarin_magor,0.5481,0,0
glandagol_puig_curunir,0.3166,0,0
glandagol_riel_drego,0.2864,7,0
gobennas_gondrath_imloth,0.4158,0,0
gorn_tathar_nadhras,0.4185,0,0
graw_randir_gaurwaith,1.215,0,0
grond_lagor_yll,1.189,0,0
grond_rhosc_gwarth,0.4061,0,0
gwachaedir_aegas_bregedur,1.578,0,0
gwael_cae_heledir,0.2934,0,0
gwanur_rudh_ang,1.229,0,0
gwend_nim_draug,0.382,7,0
gwilwileth_midh_minuial,0.2176,6,0
hadhod_celon_hub,1.08,0,0
haeron_thul_nothrim,0.397,7,0
hal_glamog_uruk,0.7684,0,0
harad_amath_cenedril,0.1906,0,0
harad_mil_amlug,0.2263,7,0
haradrim_dol_lasguil,0.4068,7,0
haudh_imloth_alph,0.1515,0,0
heledir_ist_anann,0.162,0,0
honeg_merilin_midh,0.1891,3,0
hun_hervess_randir,0.4089,0,0
imrad_lavan_forodrim,0.8987,0,0
in_suil_firen,0.4117,0,0
ingem_noroth_imloth,0.2293,7,0
ithron_navaer_soga,0.2797,0,0
lacha_drego_thul,0.3035,0,0
laer_talraph_mil,0.3574,0,0
law_faun_sogannen,0.2159,7,0
lebdas_daen_duin,0.3464,7,0
lembas_perian_aeruil,0.213,0,0
lembas_saew_ist,0.6201,6,0
lend_nana_mindon,0.3096,7,0
limlug_nestad_erchion,0.919,0,0
lin_gwaloth_hu,0.476,15,1
lobor_saer_limlug,1.236,0,0
lorn_ithron_bain,1.405,0,0
lossen_drafn_aran,0.2103,7,0
lost_curunir_noroth,0.1789,3,0
lost_emel_elvellon,0.2239,7,0
malad_aderthad_gil,0.375,7,0
melethril_maecheneb_gador,0.287,7,0
melethron_hu_nimbrethil,1.145,0,0
mereth_romru_mir,0.1466,0,0
meril_eglan_guldur,0.3778,0,0
merilin_min_iphant,0.2203,7,0
midh_thangail_rist,0.3544,7,0
mil_guldur_gaw,0.1465,0,0
mil_ryn_tang,0.7588,0,0
mindon_gwador_raegdan,0.3725,7,0
morgul_espalass_lacha,0.2502,7,0
muil_thamas_nell,0.9616,0,0
muinthel_tann_amath,0.9641,0,0
myril_drego_amath,0.2648,7,0
narthan_gli_law,0.1022,3,0
navaer_neledh_Ithil,0.1532,0,0
nell_galas_rhun,0.8816,0,0
nell_navaer_minas,0.2132,6,0
nidh_ist_nestad,1.264,0,0
nidh_nim_firen,1.089,0,0
ninglor_lavan_menel,1.198,0,0
nothrim_iphant_tegilbor,0.6197,0,0
nur_nath_gorn,0.9376,0,0
parf_ingem_iphant,2.464,0,0
peredhel_luithien_rusc,0.4955,0,0
pilin_rust_glae,1.218,0,0
rach_Ennor_sador,0.4899,0,0
raegdan_nell_Mithrim,0.4005,7,0
raug_nimbrethil_peredhel,0.2868,0,0
rhach_lobor_nidh,0.3203,0,0
rhosc_galadhrim_rhovan,0.6026,15,1
rhosc_lain_parf,0.8954,0,0
rist_pethron_ris,0.4647,7,0
rodwen_harad_adar,0.1316,0,0
rodwen_tinnu_mund,0.3579,7,0
rom_maecheneb_lacha,0.5086,15,1
romru_grond_ninglor,0.6757,0,0
rovalug_aranarth_draug,1.016,0,0
rovalug_iar_espalass,0.6586,0,0
rudh_imrath_meril,0.4806,8,0
ruith_amon_yll,0.2312,7,0
ruith_drafn_certh,0.5805,6,0
rust_eredh_magor,1.029,0,0
sador_eryn_rochben,0.3965,7,0
saew_rovalug_badhor,0.3514,7,0
tachol_anwar_mindon,0.5125,15,1
tachol_lembas_iaun,0.08512,3,0
talraph_midh_nimbrethil,0.601,7,0
talraph_minas_Mirion,0.6565,0,0
tathar_lavan_maen,0.2487,7,0
tavor_lembas_sogannen,0.9648,0,0
tegilbor_thamas_thangail,1.165,0,0
thamas_rodwen_glandagol,0.3826,7,0
thangail_raegdan_Gonhir,0.1845,0,0
thavron_curunir_nell,0.4578,0,0
thul_bronwe_dunedhel,0.3902,7,0
thul_dunedhel_acharn,1.3,0,0
tirith_raef_meril,0.4223,7,0
ulug_talraph_manadh,0.2945,7,0
uruk_eglan_imrad,1.803,0,0
uruk_ira_honeg,0.3752,7,0
vin_araf_gwador,0.3526,7,0
yll_rusc_cabor,0.2924,7,0
Dornhoth_certh_iaun,0.4052,7,0
Elrim_nana_dagnir,2.164,0,0
Mirion_saer_curunir,0.1318,7,0
Sindarin_cund_amloth,0.267,0,0
ablad_maen_aranarth,0.5095,7,0
achad_minas_adan,0.7176,0,0
achad_thamas_hend,0.1391,3,0
achas_lavan_saig,0.766,1,0
aderthad_cair_agar,0.1938,13,0
aear_salab_cuin,0.9912,0,0
aeruil_tavor_ogol,0.04243,0,0
agarwaen_galadh_galadhrim,0.8881,0,0
agor_glass_glamog,0.8473,0,0
agor_gondrath_pent,0.5162,0,0
ah_rom_firion,0.5102,6,0
ah_sammar_nost,0.7998,1,0
aiglos_bass_yll,0.1816,0,0
amarth_min_thamas,0.2223,7,0
amath_ylf_glamog,0.6593,7,0
andrann_luithien_Ennor,0.1501,3,0
archam_roch_faradrim,0.4503,0,0
badhor_rist_maecheneb,1.434,0,0
bain_gwaloth_navaer,0.2895,0,0
bain_haudh_lost,0.3432,7,0
bain_ylf_hun,1.079,0,0
balrog_fervain_pent,0.3542,7,0
baneth_celon_lossen,0.4407,0,0
barad_bregedur_ai,0.148,3,0
bass_lossen_nim,0.5116,0,0
baug_randir_loss,0.04237,0,0
cabed_cirion_nidh,1.081,0,0
cabed_dol_cenedril,1.093,0,0
cair_rhosc_raug,0.3087,0,0
caras_mund_tavor,0.7463,0,0
celair_lossen_salab,0.393,0,0
cirdan_ulug_tathar,0.4053,7,0
corch_rach_balrog,0.1847,0,0
corch_ruith_eredh,0.3539,7,0
cugu_luin_ai,0.4902,7,0
cund_andrann_aerlinn,1.285,0,0
cyron_Tawarwaith_angos,0.218,13,0
cyron_mithren_gilgalad,1.628,0,0
daen_cair_gondrath,0.517,7,0
drafn_fae_hun,1.423,0,0
drego_laes_amlug,0.5288,0,0
duin_rhovan_ryn,0.3938,0,0
dunadan_tirith_thor,0.2697,7,0
eglan_baneth_lacha,0.1731,0,0
eirien_cenedril_nur,0.9922,0,0
eirien_riel_aegas,0.1667,3,0
elvellon_faen_gwarth,0.4652,0,0
emel_Sindarin_vin,2.298,0,0
emel_mund_aderthad,0.4682,0,0
fae_thurin_midh,2.049,0,0
faen_fae_rhovan,0.4011,0,0
faradrim_ennorath_haradrim,0.7824,0,0
fast_alae_lachenn,0.2881,7,0
faun_thul_malad,0.3924,0,0
fervain_rochben_Rochirrim,2.41,0,0
galadhrim_minas_aras,0.1846,3,0
galadhrim_nadhras_aras,0.3654,7,0
galadhrim_rist_tinuviel,0.4896,7,0
gaur_lossen_lend,0.2104,7,0
gaw_draug_laes,1.415,0,0
gellui_harad_callon,0.9962,0,0
gilgalad_archam_hun,0.3504,0,0
glae_faradrim_merilin,0.8096,0,0
glamog_pod_ai,0.128,7,0
glamor_haradrim_anann,0.2972,0,0
gobennas_alae_lhug,0.2334,7,0
grond_rhun_ennorath,2.361,0,0
gwador_bass_tegilbor,0.4486,0,0
gwador_haradrim_tegilbor,0.7536,0,0
gwador_rist_hud,0.1438,7,0
gwaloth_melethron_dunadan,0.5774,0,0
gwathui_guldur_lasguil,0.2743,7,0
gwilwileth_adel_amloth,0.1673,0,0
gwilwileth_muinthel_iphant,0.4746,0,0
haeron_naer_cirion,0.2275,7,0
haeron_rochben_pethron,0.1846,0,0
haudh_ingem_nim,0.6719,0,0
heledh_fang_nagol,0.1916,0,0
heledir_gilgalad_magor,0.9512,0,0
hend_graw_talraph,0.4397,7,0
hend_morn_thurin,1.151,0,0
hud_eryn_ylf,0.8354,15,1
hun_hador_pod,0.978,0,0
hwiniol_andrann_faen,0.8452,0,0
iaun_muil_bass,0.1974,0,0
idhren_cyron_espalass,0.5209,0,0
imlad_lavan_mund,0.6483,0,0
imlad_panas_gil,0.559,6,0
imloth_bronwe_tathar,0.5054,7,0
inias_Ithil_hand,0.1622,0,0
ira_Eru_gul,0.72,0,0
lacha_pod_Mithrim,0.5825,0,0
lam_muinthel_minai,0.4162,7,0
laug_dam_corf,0.4548,7,0
lebdas_lhug_puig,0.7948,0,0
lebenedh_luith_luin,0.5366,0,0
lembas_navaer_nagol,0.2217,7,0
lin_noroth_uir,0.6414,0,0
luith_faun_aglareb,0.3431,0,0
lunt_cenedril_toll,0.7943,0,0
maecheneb_manadh_achad,0.4046,0,0
maen_amloth_alag,0.3142,0,0
magol_bronwe_parf,0.4233,7,0
magol_honeg_sirion,0.5421,0,0
magol_menel_gwael,0.5126,0,0
meldir_eglan_mirdan,0.5189,0,0
melethril_imlad_mindon,0.5422,0,0
melethron_Rochirrim_Mithrim,0.7999,15,1
merilin_gwanur_meldir,0.549,0,0
min_lunt_eryn,0.6933,0,0
minuial_gondrath_gwaloth,0.1913,13,0
minuial_morn_hador,0.3766,7,0
mir_agar_aphadrim,0.1426,3,0
mir_gilgalad_aear,0.3562,0,0
mirdan_amlug_imlad,2.228,0,0
mithril_minai_honeg,0.4849,0,0
muil_drego_meldir,0.3755,0,0
